"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","NOTES"
"276",13,"Atlanta Falcons",ATL,"DST17","11","Atlanta starts the year at Pittsburgh and at home versus the Panthers. Decent spot for an underrated unit that was a fringe top 12 unit in 2025. Just need more clarity on second-year EDGE rusher James Pearce Jr. and his availability for the upcoming season. Because otherwise, the projections love Atlanta as an underrated unit (second in projected sacks) after finishing last year second in that category."
"277",13,"Jaydon Blue",DAL,"RB80","14",""
"278",13,"DJ Giddens",IND,"RB81","13",""
"279",13,"Brashard Smith",KC,"RB82","5",""
"280",13,"Mack Hollins",NE,"WR100","11",""
"281",13,"Chris Brazzell II",CAR,"WR101","5","Chris Brazzell gives Carolina’s young offense a much-needed vertical element after the Panthers added the explosive former Tennessee receiver in Round 3. At 6-foot-4 with legit speed, Brazzell profiles as a field stretcher capable of creating splash plays immediately, even if week-to-week consistency takes time. His path to fantasy relevance likely depends on carving out a specialized deep-threat role early while developing the rest of his game. The profile carries some risk given Tennessee receivers’ mixed NFL track record, but the athleticism and early-career production make him an intriguing long-term bet."
"282",13,"Will Reichard",MIN,"K17","6","Will Reichard had a strong showing for the Vikings in his second NFL season, finishing sixth in fantasy scoring among kickers and averaging 9.4 fantasy points per game. Reichard missed only two kicks all season, converting 33-of-35 field goals and 31-of-31 extra points. Both of the misses came from 50 yards or longer. The Vikings offense could be more potent this season is the team gets better quarterbacking, and that seems like a given considering how problematic the QB position was for Minnesota in 2025. Reichard also gets to play his home games in a dome, which is a bonus. Reichard could be a sneaky-good fantasy option."
"283",13,"Seth McGowan",IND,"RB83","13",""
"284",13,"Samaje Perine",CIN,"RB84","6",""
"285",13,"Max Klare",LAR,"TE35","11",""
"286",13,"Jerome Ford",WAS,"RB85","7",""
"287",13,"George Holani",SEA,"RB86","11",""
"288",13,"Tyquan Thornton",KC,"WR102","5","Tyquan Thornton re-signed with the Chiefs on a two-year deal worth $11 million. This is notable given that only Xavier Worthy and Jalen Royals were the other Chiefs WRs under contract for the 2027 season. The speedy wide receiver had his most productive season in the NFL last year, catching 19 passes for 438 yards and three touchdowns (on nearly 1,000 air yards and 23 deep targets). He stepped up at the start of the year due to Worthy’s injury and Rashee Rice’s suspension. Over the first 5 weeks of the year, Thornton averaged 10.3 fantasy points per game. His 2025 yardage and touchdown totals set new career-highs, and he averaged 23.1 yards per reception (first in the NFL). Also had zero recorded drops."
"289",13,"Xavier Legette",CAR,"WR103","5",""
"290",13,"Devin Singletary",NYG,"RB87","8",""
"291",13,"Tua Tagovailoa",ATL,"QB32","11",""
"292",13,"Keenan Allen",LAC,"WR104","7",""
"293",13,"San Francisco 49ers",SF,"DST18","8","They open the season versus the Rams in Australia, but then it’s smooth sailing from Weeks 2-3 (vs MIA and ARI at home). If you don’t draft the Niners, they will be a priority waiver wire addition ahead of Week 2. Tied for the second-fewest interceptions in 2025 after being completely gutted by injuries."
"294",13,"Adam Randall",BAL,"RB88","13",""
"295",13,"Darius Slayton",NYG,"WR105","8",""
"296",13,"LeQuint Allen Jr.",JAC,"RB89","7",""
"297",13,"Shedeur Sanders",CLE,"QB33","11",""
"298",13,"Emari Demercado",KC,"RB90","5",""
"299",13,"Oscar Delp",NO,"TE36","8",""
"300",13,"Jake Tonges",SF,"TE37","8",""
"301",13,"Isaac Guerendo",SF,"RB91","8",""
"302",13,"Indianapolis Colts",IND,"DST19","13",""
"303",13,"Charlie Smyth",NO,"K18","8","Charlie Smyth played only six games for the Saints last season, but he averaged 10.0 fantasy points per game, tying for fifth in that category among kickers. A native of Northern Ireland, Smith made 12-of-16 field goals and 13-of-13 extra points. If Smith can hold down the Saints’ kicking job in 2026, he’ll get to play home games in a dome, and he’ll be tied to an offense that appears to be on the rise under second-year head coach Kellen Moore."
"304",13,"Devaughn Vele",NO,"WR106","8",""
"305",13,"Joe Mixon",FA,"RB92","-",""
"306",13,"Kaelon Black",SF,"RB93","8",""
"307",13,"J'Mari Taylor",JAC,"RB94","7",""
"308",13,"Jaleel McLaughlin",DEN,"RB95","10",""
"309",13,"Hollywood Brown",PHI,"WR107","10",""
"310",13,"Greg Dulcich",MIA,"TE38","6","Injuries and inconsistent usage have thus far kept four-year veteran Greg Dulcich from establishing a firm foothold in the NFL, but in 2026 he’ll have a chance to be a prominent contributor to a Dolphins offense that lacks proven pass-catching talent. Hamstring injuries limited Dulcich to 10 games as a rookie with the Broncos in 2022 and two games in his second season. Dulcich played four games for Denver in 2024, was released in November, then played five late-season games for the Giants. Dulcich signed with Miami midway through the 2025 season and had 26 catches for 335 yards and a touchdown in 10 games. The Dolphins re-signed Dulcich to another one-year deal in the offseason, and he now sits atop their depth chart at tight end. Miami selected three wise receivers in this year’s draft, and none of the veteran receivers on the roster have ever had more than 610 receiving yards in a season. Although Miami isn’t expected to have a high-powered passing attack with the inexperienced Malik Willis taking over as the starting quarterback, Dulcich could be a sneaky-good fantasy option this year."
"311",13,"Mike Gesicki",CIN,"TE39","6",""
"312",13,"Skyler Bell",BUF,"WR108","7",""
"313",13,"Isaiah Bond",CLE,"WR109","11",""
"314",13,"Deshaun Watson",CLE,"QB34","11",""
"315",13,"Kirk Cousins",LV,"QB35","13",""
"316",13,"Trevor Etienne",CAR,"RB96","5",""
"317",13,"Jarquez Hunter",LAR,"RB97","11",""
"318",14,"Ja'Kobi Lane",BAL,"WR110","13",""
"319",14,"Tahj Brooks",CIN,"RB98","6",""
"320",14,"Audric Estime",NO,"RB99","8",""
"321",14,"Andrei Iosivas",CIN,"WR111","6",""
"322",14,"Chicago Bears",CHI,"DST20","10","Best turnover luck imaginable last season and still didn’t finish as a top-12 unit in 2025."
"323",14,"Kareem Hunt",FA,"RB100","-",""
"324",14,"Konata Mumpfield",LAR,"WR112","11",""
"325",14,"New Orleans Saints",NO,"DST21","8","Brutal stretch to start the year (toughest for the first two weeks)."
"326",14,"J.J. McCarthy",MIN,"QB36","6",""
"327",14,"Cedric Tillman",CLE,"WR113","11",""
"328",14,"Tez Johnson",TB,"WR114","10",""
"329",14,"Calvin Austin III",NYG,"WR115","8",""
"330",14,"Jalen Royals",KC,"WR116","5",""
"331",14,"Luke McCaffrey",WAS,"WR117","7",""
"332",14,"Will Shipley",PHI,"RB101","10",""
"333",14,"Bam Knight",ARI,"RB102","14",""
"334",14,"Jahan Dotson",ATL,"WR118","11",""
"335",14,"Darnell Washington",PIT,"TE40","9",""
"336",14,"Carolina Panthers",CAR,"DST22","5",""
"337",14,"Dont'e Thornton Jr.",LV,"WR119","13",""
"338",14,"Mac Jones",SF,"QB37","8",""
"339",14,"Nick Chubb",FA,"RB103","-",""
"340",14,"Olamide Zaccheaus",ATL,"WR120","11",""
"341",14,"Xavier Hutchinson",HOU,"WR121","8",""
"342",14,"Joshua Palmer",BUF,"WR122","7",""
"343",14,"Eli Heidenreich",PIT,"RB104","9",""
"344",14,"Ty Simpson",LAR,"QB38","11",""
"345",14,"Bryce Lance",NO,"WR123","8",""
"346",14,"Michael Carter",TEN,"RB105","9",""
"347",15,"DeMario Douglas",NE,"WR124","11",""
"348",15,"Jalen Tolbert",MIA,"WR125","6",""
"349",15,"Caleb Douglas",MIA,"WR126","6",""
"350",15,"Brenen Thompson",LAC,"WR127","7",""
"351",15,"Austin Ekeler",FA,"RB106","-",""
"352",15,"Treylon Burks",WAS,"WR128","7",""
"353",15,"John Metchie III",CAR,"WR129","5",""
"354",15,"Dallas Cowboys",DAL,"DST23","14","Led NFL in pressure rate last season but finished just second-worst in interceptions and below average in total sacks."
"355",15,"Anthony Richardson Sr.",IND,"QB39","13",""
"356",15,"Cole Kmet",CHI,"TE41","10",""
"357",15,"Tyler Higbee",LAR,"TE42","11",""
"358",15,"Michael Mayer",LV,"TE43","13",""
"359",15,"Jaylin Lane",WAS,"WR130","7",""
"360",15,"Noah Gray",KC,"TE44","5",""
"361",15,"Kendrick Bourne",ARI,"WR131","14",""
"362",15,"Ja'Tavion Sanders",CAR,"TE45","5",""
"363",15,"Jawhar Jordan",HOU,"RB107","8",""
"364",15,"Carson Beck",ARI,"QB40","14",""
"365",15,"Cincinnati Bengals",CIN,"DST24","6",""
"366",15,"Kalif Raymond",CHI,"WR132","10",""
"367",15,"Elijah Arroyo",SEA,"TE46","11",""
"368",15,"Justin Fields",KC,"QB41","5",""
"369",15,"Tyler Bass",BUF,"K19","7","Tyler Bass missed the entire 2025 season with hip and groin injuries that required surgery, but it appears the Bills are planning on Bass being their kicker in 2026. Bass had surgery in November and is reportedly on track with his recovery. Bass was ninth in fantasy scoring among kickers in 2024, making 24-of-29 field goals and 59-of-64 extra points. It’s appealing that Bass is tied to the prolific Josh Allen-led Buffalo offense. It’s less appealing that Bass might be kicking in cold, windy and/or snowy conditions in Buffalo late in the season."
"370",15,"Justin Joly",DEN,"TE47","10",""
"371",15,"Raheim Sanders",CLE,"RB108","11",""
"372",15,"Zane Gonzalez",MIA,"K20","6",""
"373",15,"KaVontae Turpin",DAL,"WR133","14",""
"374",15,"Savion Williams",GB,"WR134","11",""
"375",15,"Greg Dortch",DET,"WR135","6",""
"376",15,"Jake Elliott",PHI,"K21","10",""
"377",15,"Blake Grupe",IND,"K22","13",""
"378",15,"Nick Westbrook-Ikhine",IND,"WR136","13",""
